,slsl_no,...1,final_Lat,final_Long,toc_30,POCmac_30,POCmic_30,MAOC_30,BD_30,clay_30,silt_30,sand_30,clay_silt,ph_30,Csat,land_use,TN,soil_type
23,5586,23,-31.755488,116.68367,0.666216284791866,0.048197824630122,0.082768219952166,0.474572161400693,1.40311793912153,7.23240042143722,14.8877678256282,77.8798317529345,22.1201682470654,5.84971829622076,1.77460614399434,Cropping,0.059,6
24,5588,24,-31.74955898,116.670265,0.548310072505375,0.059148959569376,0.124708347677878,0.454128202111134,1.47743766846176,5.96916113284637,13.2791660664234,80.7516728007302,19.2483271992698,5.69854342444356,1.59797336093969,Cropping,0.0625,6
25,5590,25,-31.72934803,116.690968,1.17254192441653,0.047140938821171,0.131110250112301,0.885883079314655,1.62695335829531,11.2601319331006,18.7061518631089,70.0337162037905,29.9662837962095,5.42911215181091,2.24314023917122,Managed pasture,0.138,4
26,5592,26,-31.73804702,116.689949,0.587767127766617,0.036417826449999,0.090996588296422,0.312579799700198,1.7053758373636,6.25818838462492,16.442582594399,77.2992290209761,22.7007709790239,4.90733745952335,1.80994157995179,Managed pasture,0.071,4
27,5594,27,-31.74639297,116.676738,0.700385402429985,0.037199147489313,0.100982818728521,0.579671774372642,1.63904956164065,5.590821682251,14.3776707646485,80.0315075531005,19.9684924468995,4.51852762143563,1.64254010145255,Managed pasture,0.073,4
28,5596,28,-31.74224904,116.68803,0.7304934994883,0.037777092784409,0.06423617784431,0.563004677360075,1.65552829583594,12.8665863145518,18.8757557415846,68.2576579438635,31.7423420561364,5.09803433386572,2.34372198340384,Managed pasture,0.094,1
29,5598,29,-31.731111,116.690304,1.64171855488827,0.159666458148433,0.490059631043515,1.06704222832226,1.56970118581455,6.77433635437836,18.2921460743406,74.933517571281,25.066482428719,5.40410431507627,1.95275658998827,Managed pasture,0.171,1
30,5600,30,-31.72760703,116.689905,0.703385448345684,0.050434619999264,0.104848923153362,0.473367539582642,1.56748196019121,5.95613490556973,15.5946145372234,78.4492505572069,21.5507494427931,5.08362442328764,1.73982848036385,Managed pasture,0.078,1
31,5602,31,-31.73577502,116.686515,1.02577321663591,0.111552572839335,0.231771148491389,0.635743222950959,1.50223729754131,13.9172907618263,21.7170779864555,64.3656312517182,35.6343687482818,5.18805741502667,2.53289311595772,Managed pasture,0.174,3
32,5604,32,-31.73817904,116.686656,0.660999930939209,0.06433025610328,0.156500796068226,0.501323322495105,1.62148107298607,6.07719213517451,15.9472082144549,77.9755996503706,22.0244003496294,5.21526386865201,1.76877153889976,Managed pasture,0.101,3
33,5606,33,-31.73834701,116.687773,0.78626322376492,0.070240018418657,0.116343816213373,0.542273500587674,1.53534530341875,11.0999376730036,19.1314494437188,69.7686128832776,30.2313871167224,5.39029799728756,2.2584200281842,Managed pasture,0.119,1
34,5608,34,-31.73783898,116.693554,1.02337136965535,0.14121224632284,0.542437846898857,0.451718890352858,1.57627033521134,9.55989453886394,17.6488165407535,72.7912889203826,27.2087110796174,5.14338818413716,2.08079474592365,Managed pasture,0.113,5
35,5610,35,-31.73861196,116.691427,1.10211509736313,0.076376216999492,0.18198691983992,0.743570756992634,1.75725903401422,9.91475373060138,20.1363630041038,69.9488832652948,30.0511167347052,5.30729353393068,2.24804205705224,Managed pasture,0.114,5
36,5612,36,-31.73569196,116.688414,0.603342806986912,0.050160213260079,0.089071194965297,0.438708355987176,1.55003991330916,6.14470877644606,16.258078209471,77.5972130140829,22.4027869859171,4.97071796576997,1.79182453113319,Managed pasture,0.07,2
37,5614,37,-31.74224602,116.689547,0.683607327088126,0.100137789597887,0.21550274068386,0.534869828218967,1.6759097392829,5.55932905268585,15.6076285588613,78.8330423884528,21.1669576115472,5.18334101636877,1.71630858627015,Managed pasture,0.092,2
38,5616,38,-31.74611703,116.680447,0.619380738049131,0.0494006934338,0.103863334934127,0.37470112853386,1.56294219666559,4.57961776225634,14.3585277870959,81.0618544506477,18.9381455493522,5.6088053226522,1.57874234538377,Managed pasture,0.046,2
39,5618,39,-31.73005496,116.685116,0.742514053368824,0.175642033300033,0.163614428238428,0.444518870462871,1.52135224600414,5.11898151152639,15.0654009772862,79.8156175111874,20.1843824888126,5.67126224571359,1.65585976817177,Natural pasture,0.106,4
40,5620,40,-31.73956297,116.692175,0.56806910555301,0.055419747961651,0.065976116869977,0.286876448698746,1.68397878935082,4.86794868596224,13.1380961811156,81.9939551329222,18.0060448670778,5.48706684049384,1.5208225367713,Managed pasture,0.071,3
41,5622,41,-31.73102802,116.682518,1.17443927880586,0.115739360623433,0.223721630150901,0.892379001734687,1.56929016062317,9.48256309214927,17.9969754805553,72.5204614272954,27.4795385727046,5.36834700075616,2.0969066393193,Natural pasture,0.094,4
42,5624,42,-31.72963997,116.679517,0.6659803489165,0.105989032390324,0.223000853852175,0.499760911252749,1.54887866794004,5.05483857909577,15.0705546170287,79.8746068038756,20.1253931961245,5.19380899497735,1.65222172581518,Natural pasture,0.101,1
43,5626,43,-31.74628199,116.695936,0.868693726749546,0.057006666666667,0.150779666666666,0.668106222222226,1.72290345165455,8.12794573140374,16.9249730871847,74.9470811814116,25.0529188185884,5.04203157419064,1.95194303887154,Natural pasture,0.09,1
44,5628,44,-31.73140202,116.681712,1.21271518373587,0.185311759669275,0.311998208060908,0.820698988684163,1.47935480391605,4.76906772563705,15.6483317475225,79.5826005268405,20.4173994731595,4.42101903503048,1.67023060769581,Natural pasture,0.162,1
45,5630,45,-31.74409297,116.669424,0.976922000838082,0.081849400689634,0.150712938857938,0.506556265744531,1.38393101126382,6.44738032460769,14.6950125555706,78.8576071198217,21.1423928801783,5.19318247946356,1.71480256294854,Natural pasture,0.076,4
46,5632,46,-31.745909,116.670318,0.287487579902934,0.017232156971143,0.037061447624548,0.177922385222153,1.52424802147817,4.92598203571963,11.7020557746167,83.3719621896637,16.6280378103363,4.59442388272401,1.4350453468199,Natural pasture,0.018,6
47,5634,47,-31.74405098,116.68664,0.676595146082371,0.071243423243423,0.105395937395937,0.523387501387502,1.61381260337926,9.28177619814548,16.8996248587559,73.8185989430986,26.1814010569014,4.82997999652561,2.01952896613211,Natural pasture,0.068,3
48,5636,48,-31.73904003,116.682296,1.75692975008049,0.261464877079802,0.572243272482079,0.842002675599693,1.46602877113888,4.59341557615761,15.0857137807518,80.3208706430906,19.6791293569094,5.79300954811533,1.62464743255313,Natural pasture,0.331,3
49,5638,49,-31.73748099,116.697899,0.493528655381184,0.038139241435876,0.065802305094151,0.286155754293774,1.64940182658428,5.88302538051029,14.9870154108878,79.1299592086019,20.8700407913981,5.05416058605541,1.69808075289404,Natural pasture,0.063,1
50,5640,50,-31.73965802,116.678984,0.944957256824046,0.201664253901265,0.289165387623411,0.640256176414372,1.61733389302248,4.80218288528291,15.0020554291063,80.1957616856108,19.8042383143892,4.53346595713544,1.63238350266703,Natural pasture,0.135,5
51,5642,51,-31.73752902,116.700305,1.19041684210148,0.109364486192231,0.276276006240485,0.724548089277603,1.59138372170261,7.53236910872397,17.5713910931828,74.8962397980933,25.1037602019068,5.12153330382989,1.95499252671264,Natural pasture,0.128,5
52,5644,52,-31.73906702,116.67853,2.92564113023051,0.748422828198675,0.951067698820447,1.47972118630038,1.40298776490479,4.92899711277705,16.89559892956,78.175403957663,21.824596042337,5.39197356270902,1.75656494031647,Natural pasture,0.212,5
53,5646,53,-31.73905796,116.681561,1.22255413818957,0.14220082427848,0.31857342173041,0.79007628785955,1.68109643012976,5.10638198568644,15.7769224681798,79.1166955461337,20.8833044538662,4.35228966940752,1.69889641151141,Natural pasture,0.137,5
54,5648,54,-31.74416296,116.672194,1.16015912622612,0.145695828118275,0.272336059620141,0.747889012053128,1.39310785178855,7.01059574489153,15.4098388105713,77.5795654445372,22.4204345554628,5.71076073826471,1.7928996993465,Natural pasture,0.129,2
55,5650,55,-31.74170204,116.670088,0.961235345638058,0.056303898795998,0.151033180736402,0.580917390764241,1.5074610169126,6.33537908743175,13.4456061230034,80.2190147895649,19.7809852104351,3.95382581786722,1.6309456548408,Natural pasture,0.059,6
56,5652,56,-31.738143,116.66813,1.16102920837712,0.038537366841424,0.102180134009545,0.898111031914805,1.59480415355322,13.1669727114419,17.6799522459525,69.1530750426056,30.8469249573944,5.10400723380161,2.2936240591281,Natural pasture,0.089,6
57,5654,57,-31.73327101,116.686903,0.863281683789788,0.061670246638091,0.19424768960738,0.500900655347037,1.4924365568535,4.56286945900794,15.5184500374309,79.9186805035612,20.0813194964388,5.36073204033762,1.64950357174075,Managed pasture,0.152,3
58,5656,58,-31.73652202,116.686004,0.610093975504761,0.05238904533589,0.125363338880344,0.47200709847824,1.52981520322147,10.2475796423634,18.2143594685146,71.538060889122,28.461939110878,5.38143230781995,2.15509964842556,Managed pasture,0.097,3
59,5658,59,-31.75257202,116.672571,0.630440300249118,0.059393120107556,0.112015249987073,0.412036324434272,1.5566770310921,9.77544142037842,14.0487810567812,76.1757775228403,23.8242224771596,5.12286029575672,1.87797785744211,Cropping,0.082,6
