"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2000,1,1,"0.00","0.020","28.46"
"2",2000,1,2,"0.00","0.018","27.87"
"3",2000,1,3,"0.00","0.016","28.71"
"4",2000,1,4,"0.00","0.023","27.64"
"5",2000,1,5,"0.00","0.000","28.00"
"6",2000,1,6,"0.00","0.020","27.16"
"7",2000,1,7,"0.00","0.011","25.55"
"8",2000,1,8,"0.00","0.010","26.22"
"9",2000,1,9,"0.00","0.009","26.50"
"10",2000,1,10,"0.00","0.008","27.20"
"11",2000,1,11,"0.00","0.008","26.06"
"12",2000,1,12,"0.00","0.007","24.85"
"13",2000,1,13,"0.00","0.007","25.52"
"14",2000,1,14,"0.00","0.007","24.20"
"15",2000,1,15,"0.00","0.082","22.29"
"16",2000,1,16,"0.00","0.115","21.77"
"17",2000,1,17,"0.00","0.112","21.20"
"18",2000,1,18,"0.00","0.104","23.11"
"19",2000,1,19,"0.00","0.096","22.41"
"20",2000,1,20,"0.00","0.088","24.27"
"21",2000,1,21,"0.00","0.085","21.88"
"22",2000,1,22,"0.00","0.165","20.60"
"23",2000,1,23,"0.00","0.245","19.26"
"24",2000,1,24,"0.00","0.235","19.99"
"25",2000,1,25,"0.00","0.219","20.65"
"26",2000,1,26,"0.00","0.204","20.73"
"27",2000,1,27,"0.00","0.188","21.93"
"28",2000,1,28,"0.00","0.173","23.08"
"29",2000,1,29,"0.00","0.161","24.67"
"30",2000,1,30,"0.00","0.151","27.29"
"31",2000,1,31,"0.00","0.154","25.40"
"32",2000,2,1,"0.00","0.135","26.33"
"33",2000,2,2,"0.00","0.126","23.96"
"34",2000,2,3,"0.00","0.118","25.91"
"35",2000,2,4,"0.00","0.109","24.13"
"36",2000,2,5,"0.00","0.101","25.23"
"37",2000,2,6,"0.00","0.094","25.47"
"38",2000,2,7,"0.00","0.086","27.94"
"39",2000,2,8,"0.00","0.079","29.32"
"40",2000,2,9,"0.00","0.072","27.92"
"41",2000,2,10,"0.00","0.067","25.28"
"42",2000,2,11,"0.00","0.062","25.54"
"43",2000,2,12,"0.00","0.057","24.19"
"44",2000,2,13,"0.00","0.053","26.18"
"45",2000,2,14,"0.00","0.049","25.75"
"46",2000,2,15,"0.00","0.045","27.98"
"47",2000,2,16,"0.00","0.042","27.56"
"48",2000,2,17,"0.00","0.039","29.34"
"49",2000,2,18,"0.00","0.036","28.80"
"50",2000,2,19,"0.00","0.033","26.05"
"51",2000,2,20,"0.00","0.031","25.40"
"52",2000,2,21,"0.00","0.029","27.16"
"53",2000,2,22,"0.00","0.027","25.81"
"54",2000,2,23,"0.00","0.026","26.58"
"55",2000,2,24,"0.00","0.024","26.41"
"56",2000,2,25,"0.00","0.022","27.02"
"57",2000,2,26,"0.00","0.021","24.91"
"58",2000,2,27,"0.00","0.019","27.86"
"59",2000,2,28,"0.00","0.018","27.05"
"60",2000,2,29,"0.00","0.017","30.47"
"61",2000,3,1,"0.00","0.017","27.65"
"62",2000,3,2,"0.00","0.016","26.43"
"63",2000,3,3,"0.00","0.015","25.80"
"64",2000,3,4,"0.00","0.014","25.50"
"65",2000,3,5,"0.00","0.013","26.01"
"66",2000,3,6,"0.00","0.012","26.55"
"67",2000,3,7,"0.00","0.011","27.87"
"68",2000,3,8,"0.00","0.010","29.71"
"69",2000,3,9,"0.00","0.009","30.27"
"70",2000,3,10,"0.00","0.014","28.61"
"71",2000,3,11,"0.00","0.010","25.83"
"72",2000,3,12,"0.00","0.009","25.52"
"73",2000,3,13,"0.00","0.009","23.64"
"74",2000,3,14,"0.00","0.008","24.00"
"75",2000,3,15,"0.00","0.008","24.47"
"76",2000,3,16,"0.00","0.007","24.02"
"77",2000,3,17,"0.00","0.007","22.62"
"78",2000,3,18,"0.00","0.007","22.74"
"79",2000,3,19,"0.00","0.006","23.12"
"80",2000,3,20,"0.00","0.006","25.48"
"81",2000,3,21,"0.00","0.006","25.55"
"82",2000,3,22,"0.00","0.031","23.01"
"83",2000,3,23,"0.00","0.015","21.38"
"84",2000,3,24,"0.00","0.014","22.63"
"85",2000,3,25,"0.00","0.014","23.61"
"86",2000,3,26,"0.00","0.014","22.57"
"87",2000,3,27,"0.00","0.002","22.79"
"88",2000,3,28,"0.00","0.002","21.34"
"89",2000,3,29,"0.00","0.002","22.98"
"90",2000,3,30,"0.00","0.002","22.38"
"91",2000,3,31,"0.00","0.002","23.94"
"92",2000,4,1,"0.00","0.002","23.84"
"93",2000,4,2,"0.00","0.002","24.17"
"94",2000,4,3,"0.00","0.002","22.99"
"95",2000,4,4,"0.00","0.000","21.50"
"96",2000,4,5,"0.00","0.000","21.23"
"97",2000,4,6,"0.00","0.000","21.05"
"98",2000,4,7,"0.00","0.000","21.98"
"99",2000,4,8,"0.00","0.001","22.69"
"100",2000,4,9,"0.00","0.000","22.46"
"101",2000,4,10,"0.00","0.000","24.49"
"102",2000,4,11,"0.00","0.009","23.42"
"103",2000,4,12,"0.00","0.001","23.40"
"104",2000,4,13,"0.00","0.001","21.51"
"105",2000,4,14,"0.00","0.000","21.50"
"106",2000,4,15,"0.00","0.000","20.06"
"107",2000,4,16,"0.00","0.000","20.16"
"108",2000,4,17,"0.00","0.000","20.11"
"109",2000,4,18,"0.00","0.000","21.77"
"110",2000,4,19,"0.00","0.000","22.03"
"111",2000,4,20,"0.00","0.000","22.58"
"112",2000,4,21,"0.00","0.005","21.74"
"113",2000,4,22,"0.00","0.000","23.62"
"114",2000,4,23,"0.00","0.000","22.23"
"115",2000,4,24,"0.00","0.000","23.77"
"116",2000,4,25,"0.00","0.000","22.36"
"117",2000,4,26,"0.00","0.000","23.30"
"118",2000,4,27,"0.00","0.005","20.58"
"119",2000,4,28,"0.00","0.010","19.43"
"120",2000,4,29,"0.00","0.022","17.80"
"121",2000,4,30,"0.80","0.021","17.29"
"122",2000,5,1,"0.04","0.021","17.94"
"123",2000,5,2,"0.04","0.021","18.75"
"124",2000,5,3,"0.04","0.020","18.42"
"125",2000,5,4,"0.04","0.020","20.03"
"126",2000,5,5,"0.04","0.019","18.31"
"127",2000,5,6,"0.05","0.019","19.85"
"128",2000,5,7,"0.05","0.018","18.37"
"129",2000,5,8,"0.05","0.017","20.10"
"130",2000,5,9,"0.05","0.017","19.15"
"131",2000,5,10,"0.05","0.017","19.57"
"132",2000,5,11,"0.06","0.032","17.60"
"133",2000,5,12,"0.06","0.036","16.85"
"134",2000,5,13,"0.06","0.036","16.46"
"135",2000,5,14,"0.07","0.035","16.51"
"136",2000,5,15,"0.07","0.034","16.41"
"137",2000,5,16,"0.07","0.034","17.62"
"138",2000,5,17,"0.07","0.033","16.98"
"139",2000,5,18,"0.08","0.033","18.18"
"140",2000,5,19,"0.08","0.032","17.16"
"141",2000,5,20,"0.09","0.031","17.73"
"142",2000,5,21,"0.09","0.030","17.12"
"143",2000,5,22,"0.09","0.030","17.82"
"144",2000,5,23,"0.10","0.029","17.57"
"145",2000,5,24,"0.10","0.029","17.06"
"146",2000,5,25,"0.11","0.028","17.15"
"147",2000,5,26,"0.11","0.028","15.73"
"148",2000,5,27,"0.12","0.027","15.29"
"149",2000,5,28,"0.12","0.026","15.87"
"150",2000,5,29,"0.13","0.025","16.50"
"151",2000,5,30,"0.13","0.025","18.33"
"152",2000,5,31,"0.14","0.024","18.42"
"153",2000,6,1,"0.14","0.024","18.46"
"154",2000,6,2,"0.15","0.023","16.70"
"155",2000,6,3,"0.16","0.023","16.90"
"156",2000,6,4,"0.16","0.022","17.25"
"157",2000,6,5,"0.17","0.022","16.36"
"158",2000,6,6,"0.18","0.022","17.60"
"159",2000,6,7,"0.19","0.021","15.97"
"160",2000,6,8,"0.19","0.021","16.72"
"161",2000,6,9,"0.20","0.020","16.07"
"162",2000,6,10,"0.21","0.034","16.14"
"163",2000,6,11,"0.22","0.034","16.91"
"164",2000,6,12,"0.23","0.033","17.77"
"165",2000,6,13,"0.24","0.032","18.66"
"166",2000,6,14,"0.25","0.044","17.55"
"167",2000,6,15,"0.26","0.115","16.54"
"168",2000,6,16,"0.27","0.114","16.08"
"169",2000,6,17,"0.29","0.112","15.28"
"170",2000,6,18,"0.30","0.109","16.72"
"171",2000,6,19,"0.31","0.146","15.24"
"172",2000,6,20,"0.32","0.149","16.23"
"173",2000,6,21,"0.34","0.155","15.81"
"174",2000,6,22,"0.35","0.154","16.53"
"175",2000,6,23,"0.37","0.162","16.98"
"176",2000,6,24,"0.38","0.161","17.00"
"177",2000,6,25,"0.40","0.165","17.54"
"178",2000,6,26,"0.42","0.174","15.98"
"179",2000,6,27,"0.43","0.173","15.42"
"180",2000,6,28,"0.45","0.172","16.59"
"181",2000,6,29,"0.47","0.169","14.90"
"182",2000,6,30,"0.49","0.165","16.19"
"183",2000,7,1,"0.51","0.198","13.86"
"184",2000,7,2,"0.53","0.246","16.49"
"185",2000,7,3,"0.55","0.255","15.14"
"186",2000,7,4,"0.58","0.277","16.64"
"187",2000,7,5,"0.60","0.292","15.48"
"188",2000,7,6,"0.62","0.288","15.76"
"189",2000,7,7,"0.65","0.292","15.69"
"190",2000,7,8,"0.67","0.289","14.94"
"191",2000,7,9,"0.70","0.286","14.56"
"192",2000,7,10,"0.73","0.280","15.23"
"193",2000,7,11,"0.76","0.299","14.90"
"194",2000,7,12,"0.79","0.291","15.38"
"195",2000,7,13,"0.82","0.299","14.20"
"196",2000,7,14,"0.85","0.296","16.07"
"197",2000,7,15,"0.88","0.299","14.68"
"198",2000,7,16,"0.91","0.296","16.98"
"199",2000,7,17,"0.94","0.299","16.09"
"200",2000,7,18,"0.98","0.299","16.54"
"201",2000,7,19,"1.01","0.299","15.59"
"202",2000,7,20,"1.05","0.299","16.02"
"203",2000,7,21,"1.09","0.295","15.70"
"204",2000,7,22,"1.13","0.296","16.27"
"205",2000,7,23,"1.16","0.299","15.28"
"206",2000,7,24,"1.20","0.293","16.32"
"207",2000,7,25,"1.24","0.289","13.95"
"208",2000,7,26,"1.29","0.283","15.10"
"209",2000,7,27,"1.33","0.278","13.42"
"210",2000,7,28,"1.37","0.277","14.98"
"211",2000,7,29,"1.41","0.276","14.71"
"212",2000,7,30,"1.46","0.274","15.16"
