"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2000,1,1,"0.00","0.020","28.45"
"2",2000,1,2,"0.59","0.019","27.87"
"3",2000,1,3,"0.58","0.018","28.67"
"4",2000,1,4,"0.57","0.030","27.38"
"5",2000,1,5,"0.57","0.001","27.78"
"6",2000,1,6,"0.57","0.011","27.33"
"7",2000,1,7,"0.57","0.001","25.69"
"8",2000,1,8,"0.56","0.001","26.31"
"9",2000,1,9,"0.56","0.001","26.55"
"10",2000,1,10,"0.55","0.001","27.20"
"11",2000,1,11,"0.55","0.001","25.98"
"12",2000,1,12,"0.54","0.001","24.73"
"13",2000,1,13,"0.54","0.000","25.44"
"14",2000,1,14,"0.54","0.000","24.08"
"15",2000,1,15,"0.53","0.077","22.21"
"16",2000,1,16,"0.53","0.107","21.72"
"17",2000,1,17,"0.53","0.106","21.10"
"18",2000,1,18,"0.53","0.102","22.99"
"19",2000,1,19,"0.53","0.097","22.33"
"20",2000,1,20,"0.53","0.092","24.21"
"21",2000,1,21,"0.53","0.090","21.77"
"22",2000,1,22,"0.52","0.170","20.55"
"23",2000,1,23,"0.53","0.248","19.24"
"24",2000,1,24,"0.53","0.241","19.99"
"25",2000,1,25,"0.53","0.231","20.66"
"26",2000,1,26,"0.53","0.221","20.75"
"27",2000,1,27,"0.53","0.211","21.96"
"28",2000,1,28,"0.53","0.200","23.09"
"29",2000,1,29,"0.53","0.192","24.71"
"30",2000,1,30,"0.53","0.185","27.30"
"31",2000,1,31,"0.53","0.191","25.32"
"32",2000,2,1,"0.00","0.172","26.25"
"33",2000,2,2,"0.53","0.165","23.86"
"34",2000,2,3,"0.53","0.159","25.80"
"35",2000,2,4,"0.54","0.151","24.08"
"36",2000,2,5,"0.54","0.144","25.18"
"37",2000,2,6,"0.54","0.138","25.46"
"38",2000,2,7,"0.53","0.131","27.95"
"39",2000,2,8,"0.53","0.124","29.34"
"40",2000,2,9,"0.53","0.118","27.91"
"41",2000,2,10,"0.53","0.113","25.24"
"42",2000,2,11,"0.53","0.107","25.52"
"43",2000,2,12,"0.53","0.102","24.16"
"44",2000,2,13,"0.53","0.098","26.17"
"45",2000,2,14,"0.53","0.093","25.77"
"46",2000,2,15,"0.53","0.089","27.99"
"47",2000,2,16,"0.53","0.085","27.54"
"48",2000,2,17,"0.52","0.081","29.33"
"49",2000,2,18,"0.52","0.077","28.75"
"50",2000,2,19,"0.52","0.073","26.00"
"51",2000,2,20,"0.52","0.071","25.37"
"52",2000,2,21,"0.52","0.068","27.13"
"53",2000,2,22,"0.52","0.065","25.75"
"54",2000,2,23,"0.51","0.063","26.49"
"55",2000,2,24,"0.51","0.060","26.30"
"56",2000,2,25,"0.51","0.058","26.93"
"57",2000,2,26,"0.51","0.055","24.86"
"58",2000,2,27,"0.50","0.053","27.85"
"59",2000,2,28,"0.50","0.051","27.02"
"60",2000,2,29,"0.50","0.049","30.45"
"61",2000,3,1,"0.49","0.048","27.66"
"62",2000,3,2,"0.49","0.046","26.46"
"63",2000,3,3,"0.49","0.044","25.87"
"64",2000,3,4,"0.49","0.042","25.55"
"65",2000,3,5,"0.48","0.040","26.04"
"66",2000,3,6,"0.48","0.038","26.59"
"67",2000,3,7,"0.48","0.036","27.92"
"68",2000,3,8,"0.47","0.034","29.73"
"69",2000,3,9,"0.47","0.033","30.24"
"70",2000,3,10,"0.47","0.037","28.61"
"71",2000,3,11,"0.47","0.031","25.92"
"72",2000,3,12,"0.46","0.031","25.53"
"73",2000,3,13,"0.46","0.030","23.63"
"74",2000,3,14,"0.46","0.030","24.01"
"75",2000,3,15,"0.45","0.028","24.45"
"76",2000,3,16,"0.45","0.028","23.92"
"77",2000,3,17,"0.45","0.027","22.53"
"78",2000,3,18,"0.45","0.026","22.70"
"79",2000,3,19,"0.44","0.025","23.06"
"80",2000,3,20,"0.44","0.025","25.48"
"81",2000,3,21,"0.43","0.024","25.46"
"82",2000,3,22,"0.43","0.048","22.95"
"83",2000,3,23,"0.43","0.032","21.35"
"84",2000,3,24,"0.43","0.031","22.62"
"85",2000,3,25,"0.43","0.030","23.58"
"86",2000,3,26,"0.42","0.030","22.53"
"87",2000,3,27,"0.43","0.018","22.73"
"88",2000,3,28,"0.42","0.018","21.30"
"89",2000,3,29,"0.42","0.018","22.96"
"90",2000,3,30,"0.42","0.017","22.35"
"91",2000,3,31,"0.41","0.017","23.86"
"92",2000,4,1,"0.41","0.016","23.80"
"93",2000,4,2,"0.41","0.016","24.13"
"94",2000,4,3,"0.40","0.015","23.00"
"95",2000,4,4,"0.40","0.015","21.49"
"96",2000,4,5,"0.40","0.014","21.24"
"97",2000,4,6,"0.39","0.014","21.07"
"98",2000,4,7,"0.39","0.014","21.97"
"99",2000,4,8,"0.39","0.014","22.71"
"100",2000,4,9,"0.39","0.000","22.44"
"101",2000,4,10,"0.39","0.000","24.52"
"102",2000,4,11,"0.38","0.011","23.30"
"103",2000,4,12,"0.38","0.002","23.36"
"104",2000,4,13,"0.38","0.002","21.46"
"105",2000,4,14,"0.38","0.000","21.46"
"106",2000,4,15,"0.38","0.000","20.03"
"107",2000,4,16,"0.38","0.000","20.14"
"108",2000,4,17,"0.37","0.000","20.08"
"109",2000,4,18,"0.37","0.000","21.77"
"110",2000,4,19,"0.37","0.000","22.05"
"111",2000,4,20,"0.36","0.000","22.57"
"112",2000,4,21,"0.36","0.005","21.72"
"113",2000,4,22,"0.36","0.000","23.60"
"114",2000,4,23,"0.36","0.000","22.19"
"115",2000,4,24,"0.36","0.000","23.73"
"116",2000,4,25,"0.35","0.000","22.25"
"117",2000,4,26,"0.35","0.000","23.20"
"118",2000,4,27,"0.35","0.007","20.48"
"119",2000,4,28,"0.35","0.013","19.32"
"120",2000,4,29,"0.35","0.026","17.71"
"121",2000,4,30,"0.35","0.026","17.20"
"122",2000,5,1,"0.34","0.026","17.87"
"123",2000,5,2,"0.34","0.026","18.70"
"124",2000,5,3,"0.34","0.025","18.36"
"125",2000,5,4,"0.34","0.025","20.00"
"126",2000,5,5,"0.33","0.024","18.28"
"127",2000,5,6,"0.33","0.024","19.81"
"128",2000,5,7,"0.33","0.024","18.32"
"129",2000,5,8,"0.33","0.023","20.08"
"130",2000,5,9,"0.32","0.023","19.13"
"131",2000,5,10,"0.32","0.022","19.53"
"132",2000,5,11,"0.32","0.039","17.50"
"133",2000,5,12,"0.32","0.042","16.76"
"134",2000,5,13,"0.31","0.042","16.39"
"135",2000,5,14,"0.31","0.042","16.47"
"136",2000,5,15,"0.31","0.041","16.38"
"137",2000,5,16,"0.31","0.041","17.58"
"138",2000,5,17,"0.30","0.041","16.95"
"139",2000,5,18,"0.30","0.040","18.15"
"140",2000,5,19,"0.30","0.040","17.14"
"141",2000,5,20,"0.30","0.039","17.73"
"142",2000,5,21,"0.30","0.038","17.10"
"143",2000,5,22,"0.29","0.038","17.77"
"144",2000,5,23,"0.29","0.037","17.51"
"145",2000,5,24,"0.29","0.037","17.05"
"146",2000,5,25,"0.29","0.037","17.12"
"147",2000,5,26,"0.28","0.036","15.74"
"148",2000,5,27,"0.28","0.036","15.27"
"149",2000,5,28,"0.28","0.035","15.86"
"150",2000,5,29,"0.28","0.034","16.48"
"151",2000,5,30,"0.28","0.034","18.28"
"152",2000,5,31,"0.27","0.033","18.36"
"153",2000,6,1,"0.27","0.034","18.36"
"154",2000,6,2,"0.27","0.029","16.66"
"155",2000,6,3,"0.27","0.028","16.83"
"156",2000,6,4,"0.27","0.028","17.19"
"157",2000,6,5,"0.27","0.028","16.34"
"158",2000,6,6,"0.26","0.027","17.57"
"159",2000,6,7,"0.26","0.027","15.95"
"160",2000,6,8,"0.26","0.027","16.71"
"161",2000,6,9,"0.26","0.026","16.07"
"162",2000,6,10,"0.26","0.042","16.10"
"163",2000,6,11,"0.26","0.041","16.93"
"164",2000,6,12,"0.26","0.040","17.78"
"165",2000,6,13,"0.25","0.039","18.63"
"166",2000,6,14,"0.25","0.053","17.47"
"167",2000,6,15,"0.25","0.130","16.48"
"168",2000,6,16,"0.25","0.129","16.05"
"169",2000,6,17,"0.25","0.128","15.25"
"170",2000,6,18,"0.25","0.126","16.66"
"171",2000,6,19,"0.25","0.166","15.19"
"172",2000,6,20,"0.25","0.170","16.17"
"173",2000,6,21,"0.25","0.178","15.76"
"174",2000,6,22,"0.25","0.178","16.46"
"175",2000,6,23,"0.25","0.189","16.89"
"176",2000,6,24,"0.25","0.188","16.94"
"177",2000,6,25,"0.25","0.193","17.46"
"178",2000,6,26,"0.25","0.204","15.93"
"179",2000,6,27,"0.25","0.203","15.37"
"180",2000,6,28,"0.25","0.202","16.55"
"181",2000,6,29,"0.25","0.201","14.87"
"182",2000,6,30,"0.25","0.198","16.16"
"183",2000,7,1,"0.24","0.235","13.86"
"184",2000,7,2,"0.25","0.287","16.44"
"185",2000,7,3,"0.25","0.299","15.08"
"186",2000,7,4,"0.25","0.322","16.59"
"187",2000,7,5,"0.25","0.340","15.44"
"188",2000,7,6,"0.25","0.336","15.72"
"189",2000,7,7,"0.25","0.342","15.68"
"190",2000,7,8,"0.25","0.339","14.97"
"191",2000,7,9,"0.25","0.337","14.61"
"192",2000,7,10,"0.25","0.333","15.21"
"193",2000,7,11,"0.25","0.378","14.90"
"194",2000,7,12,"0.25","0.370","15.38"
"195",2000,7,13,"0.25","0.397","14.20"
"196",2000,7,14,"0.25","0.394","16.06"
"197",2000,7,15,"0.25","0.412","14.66"
"198",2000,7,16,"0.26","0.411","16.93"
"199",2000,7,17,"0.26","0.435","16.02"
